Node: gpu001.aire.lee.alces.network
CUDA devices:
Thu Feb 12 11:54:06 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA L40S                    On  |   00000000:C4:00.0 Off |                    0 |
| N/A   35C    P8             34W /  350W |       1MiB /  46068MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
[1816/2200] Done: Predicted=LEGITIMATE
[1817/2200] Done: Predicted=PHISHING
[1818/2200] Done: Predicted=PHISHING
[1819/2200] Done: Predicted=LEGITIMATE
[1820/2200] Done: Predicted=LEGITIMATE
[1821/2200] Done: Predicted=LEGITIMATE
[1822/2200] Done: Predicted=LEGITIMATE
[1823/2200] Done: Predicted=PHISHING
[1824/2200] Done: Predicted=LEGITIMATE
[1825/2200] Done: Predicted=PHISHING
[1826/2200] Done: Predicted=LEGITIMATE
[1827/2200] Done: Predicted=LEGITIMATE
[1828/2200] Done: Predicted=LEGITIMATE
[1829/2200] Done: Predicted=LEGITIMATE
[1830/2200] Done: Predicted=LEGITIMATE
[1831/2200] Done: Predicted=LEGITIMATE
[1832/2200] Done: Predicted=LEGITIMATE
[1833/2200] Done: Predicted=LEGITIMATE
[1834/2200] Done: Predicted=LEGITIMATE
[1835/2200] Done: Predicted=LEGITIMATE
[1836/2200] Done: Predicted=PHISHING
[1837/2200] Done: Predicted=LEGITIMATE
[1838/2200] Done: Predicted=LEGITIMATE
[1839/2200] Done: Predicted=LEGITIMATE
[1840/2200] Done: Predicted=LEGITIMATE
[1841/2200] Done: Predicted=PHISHING
[1842/2200] Done: Predicted=LEGITIMATE
[1843/2200] Done: Predicted=PHISHING
[1844/2200] Done: Predicted=LEGITIMATE
[1845/2200] Done: Predicted=LEGITIMATE
[1846/2200] Done: Predicted=LEGITIMATE
[1847/2200] Done: Predicted=LEGITIMATE
[1848/2200] Done: Predicted=LEGITIMATE
[1849/2200] Done: Predicted=LEGITIMATE
[1850/2200] Done: Predicted=PHISHING
[1851/2200] Done: Predicted=PHISHING
[1852/2200] Done: Predicted=PHISHING
[1853/2200] Done: Predicted=LEGITIMATE
[1854/2200] Done: Predicted=LEGITIMATE
[1855/2200] Done: Predicted=LEGITIMATE
[1856/2200] Done: Predicted=LEGITIMATE
[1857/2200] Done: Predicted=PHISHING
[1858/2200] Done: Predicted=PHISHING
[1859/2200] Done: Predicted=LEGITIMATE
[1860/2200] Done: Predicted=PHISHING
[1861/2200] Done: Predicted=PHISHING
[1862/2200] Done: Predicted=PHISHING
[1863/2200] Done: Predicted=PHISHING
[1864/2200] Done: Predicted=PHISHING
[1865/2200] Done: Predicted=PHISHING
[1866/2200] Done: Predicted=PHISHING
[1867/2200] Done: Predicted=PHISHING
[1868/2200] Done: Predicted=PHISHING
[1869/2200] Done: Predicted=PHISHING
[1870/2200] Done: Predicted=LEGITIMATE
[1871/2200] Done: Predicted=LEGITIMATE
[1872/2200] Done: Predicted=PHISHING
[1873/2200] Done: Predicted=LEGITIMATE
[1874/2200] Done: Predicted=PHISHING
[1875/2200] Done: Predicted=LEGITIMATE
[1876/2200] Done: Predicted=PHISHING
[1877/2200] Done: Predicted=PHISHING
[1878/2200] Done: Predicted=PHISHING
[1879/2200] Done: Predicted=PHISHING
[1880/2200] Done: Predicted=LEGITIMATE
[1881/2200] Done: Predicted=PHISHING
[1882/2200] Done: Predicted=LEGITIMATE
[1883/2200] Done: Predicted=LEGITIMATE
[1884/2200] Done: Predicted=PHISHING
[1885/2200] Done: Predicted=PHISHING
[1886/2200] Done: Predicted=LEGITIMATE
[1887/2200] Done: Predicted=LEGITIMATE
[1888/2200] Done: Predicted=LEGITIMATE
[1889/2200] Done: Predicted=PHISHING
[1890/2200] Done: Predicted=LEGITIMATE
[1891/2200] Done: Predicted=LEGITIMATE
[1892/2200] Done: Predicted=PHISHING
[1893/2200] Done: Predicted=PHISHING
[1894/2200] Done: Predicted=PHISHING
[1895/2200] Done: Predicted=LEGITIMATE
[1896/2200] Done: Predicted=PHISHING
[1897/2200] Done: Predicted=LEGITIMATE
[1898/2200] Done: Predicted=PHISHING
[1899/2200] Done: Predicted=PHISHING
[1900/2200] Done: Predicted=LEGITIMATE
[1901/2200] Done: Predicted=PHISHING
[1902/2200] Done: Predicted=LEGITIMATE
[1903/2200] Done: Predicted=LEGITIMATE
[1904/2200] Done: Predicted=PHISHING
[1905/2200] Done: Predicted=PHISHING
[1906/2200] Done: Predicted=PHISHING
[1907/2200] Done: Predicted=LEGITIMATE
[1908/2200] Done: Predicted=PHISHING
[1909/2200] Done: Predicted=PHISHING
[1910/2200] Done: Predicted=PHISHING
[1911/2200] Done: Predicted=PHISHING
[1912/2200] Done: Predicted=None
[1913/2200] Done: Predicted=PHISHING
[1914/2200] Done: Predicted=PHISHING
[1915/2200] Done: Predicted=PHISHING
[1916/2200] Done: Predicted=PHISHING
[1917/2200] Done: Predicted=PHISHING
[1918/2200] Done: Predicted=PHISHING
[1919/2200] Done: Predicted=LEGITIMATE
[1920/2200] Done: Predicted=PHISHING
[1921/2200] Done: Predicted=PHISHING
[1922/2200] Done: Predicted=LEGITIMATE
[1923/2200] Done: Predicted=PHISHING
[1924/2200] Done: Predicted=LEGITIMATE
[1925/2200] Done: Predicted=LEGITIMATE
[1926/2200] Done: Predicted=PHISHING
[1927/2200] Done: Predicted=PHISHING
[1928/2200] Done: Predicted=LEGITIMATE
[1929/2200] Done: Predicted=LEGITIMATE
[1930/2200] Done: Predicted=LEGITIMATE
[1931/2200] Done: Predicted=LEGITIMATE
[1932/2200] Done: Predicted=LEGITIMATE
[1933/2200] Done: Predicted=PHISHING
[1934/2200] Done: Predicted=LEGITIMATE
[1935/2200] Done: Predicted=LEGITIMATE
[1936/2200] Done: Predicted=PHISHING
[1937/2200] Done: Predicted=LEGITIMATE
[1938/2200] Done: Predicted=LEGITIMATE
[1939/2200] Done: Predicted=LEGITIMATE
[1940/2200] Done: Predicted=LEGITIMATE
[1941/2200] Done: Predicted=PHISHING
[1942/2200] Done: Predicted=PHISHING
[1943/2200] Done: Predicted=LEGITIMATE
[1944/2200] Done: Predicted=LEGITIMATE
[1945/2200] Done: Predicted=LEGITIMATE
[1946/2200] Done: Predicted=PHISHING
[1947/2200] Done: Predicted=LEGITIMATE
[1948/2200] Done: Predicted=LEGITIMATE
[1949/2200] Done: Predicted=LEGITIMATE
[1950/2200] Done: Predicted=LEGITIMATE
[1951/2200] Done: Predicted=LEGITIMATE
[1952/2200] Done: Predicted=LEGITIMATE
[1953/2200] Done: Predicted=LEGITIMATE
[1954/2200] Done: Predicted=LEGITIMATE
[1955/2200] Done: Predicted=PHISHING
[1956/2200] Done: Predicted=LEGITIMATE
[1957/2200] Done: Predicted=LEGITIMATE
[1958/2200] Done: Predicted=LEGITIMATE
[1959/2200] Done: Predicted=LEGITIMATE
[1960/2200] Done: Predicted=PHISHING
[1961/2200] Done: Predicted=PHISHING
[1962/2200] Done: Predicted=LEGITIMATE
[1963/2200] Done: Predicted=LEGITIMATE
[1964/2200] Done: Predicted=PHISHING
[1965/2200] Done: Predicted=LEGITIMATE
[1966/2200] Done: Predicted=LEGITIMATE
[1967/2200] Done: Predicted=PHISHING
[1968/2200] Done: Predicted=PHISHING
[1969/2200] Done: Predicted=LEGITIMATE
[1970/2200] Done: Predicted=PHISHING
[1971/2200] Done: Predicted=PHISHING
[1972/2200] Done: Predicted=PHISHING
[1973/2200] Done: Predicted=PHISHING
[1974/2200] Done: Predicted=PHISHING
[1975/2200] Done: Predicted=LEGITIMATE
[1976/2200] Done: Predicted=LEGITIMATE
[1977/2200] Done: Predicted=PHISHING
[1978/2200] Done: Predicted=LEGITIMATE
[1979/2200] Done: Predicted=PHISHING
[1980/2200] Done: Predicted=PHISHING
[1981/2200] Done: Predicted=PHISHING
[1982/2200] Done: Predicted=PHISHING
[1983/2200] Done: Predicted=PHISHING
[1984/2200] Done: Predicted=PHISHING
[1985/2200] Done: Predicted=PHISHING
[1986/2200] Done: Predicted=PHISHING
[1987/2200] Done: Predicted=PHISHING
[1988/2200] Done: Predicted=PHISHING
[1989/2200] Done: Predicted=PHISHING
[1990/2200] Done: Predicted=LEGITIMATE
[1991/2200] Done: Predicted=PHISHING
[1992/2200] Done: Predicted=PHISHING
[1993/2200] Done: Predicted=PHISHING
[1994/2200] Done: Predicted=PHISHING
[1995/2200] Done: Predicted=LEGITIMATE
[1996/2200] Done: Predicted=PHISHING
[1997/2200] Done: Predicted=PHISHING
[1998/2200] Done: Predicted=PHISHING
[1999/2200] Done: Predicted=PHISHING
[2000/2200] Done: Predicted=PHISHING
[2001/2200] Done: Predicted=PHISHING
[2002/2200] Done: Predicted=PHISHING
[2003/2200] Done: Predicted=None
[2004/2200] Done: Predicted=LEGITIMATE
[2005/2200] Done: Predicted=LEGITIMATE
[2006/2200] Done: Predicted=None
[2007/2200] Done: Predicted=PHISHING
[2008/2200] Done: Predicted=PHISHING
[2009/2200] Done: Predicted=PHISHING
[2010/2200] Done: Predicted=PHISHING
[2011/2200] Done: Predicted=LEGITIMATE
[2012/2200] Done: Predicted=LEGITIMATE
[2013/2200] Done: Predicted=LEGITIMATE
[2014/2200] Done: Predicted=LEGITIMATE
[2015/2200] Done: Predicted=PHISHING
[2016/2200] Done: Predicted=PHISHING
[2017/2200] Done: Predicted=PHISHING
[2018/2200] Done: Predicted=LEGITIMATE
[2019/2200] Done: Predicted=PHISHING
[2020/2200] Done: Predicted=LEGITIMATE
[2021/2200] Done: Predicted=LEGITIMATE
[2022/2200] Done: Predicted=LEGITIMATE
[2023/2200] Done: Predicted=PHISHING
[2024/2200] Done: Predicted=LEGITIMATE
[2025/2200] Done: Predicted=LEGITIMATE
[2026/2200] Done: Predicted=LEGITIMATE
[2027/2200] Done: Predicted=PHISHING
[2028/2200] Done: Predicted=PHISHING
[2029/2200] Done: Predicted=LEGITIMATE
[2030/2200] Done: Predicted=LEGITIMATE
[2031/2200] Done: Predicted=PHISHING
[2032/2200] Done: Predicted=PHISHING
[2033/2200] Done: Predicted=LEGITIMATE
[2034/2200] Done: Predicted=LEGITIMATE
[2035/2200] Done: Predicted=LEGITIMATE
[2036/2200] Done: Predicted=PHISHING
[2037/2200] Done: Predicted=PHISHING
[2038/2200] Done: Predicted=LEGITIMATE
[2039/2200] Done: Predicted=PHISHING
[2040/2200] Done: Predicted=PHISHING
[2041/2200] Done: Predicted=LEGITIMATE
[2042/2200] Done: Predicted=LEGITIMATE
[2043/2200] Done: Predicted=PHISHING
[2044/2200] Done: Predicted=LEGITIMATE
[2045/2200] Done: Predicted=PHISHING
[2046/2200] Done: Predicted=PHISHING
[2047/2200] Done: Predicted=LEGITIMATE
[2048/2200] Done: Predicted=LEGITIMATE
[2049/2200] Done: Predicted=LEGITIMATE
[2050/2200] Done: Predicted=PHISHING
[2051/2200] Done: Predicted=LEGITIMATE
[2052/2200] Done: Predicted=LEGITIMATE
[2053/2200] Done: Predicted=PHISHING
[2054/2200] Done: Predicted=PHISHING
[2055/2200] Done: Predicted=PHISHING
[2056/2200] Done: Predicted=PHISHING
[2057/2200] Done: Predicted=PHISHING
[2058/2200] Done: Predicted=PHISHING
[2059/2200] Done: Predicted=PHISHING
[2060/2200] Done: Predicted=PHISHING
[2061/2200] Done: Predicted=LEGITIMATE
[2062/2200] Done: Predicted=PHISHING
[2063/2200] Done: Predicted=PHISHING
[2064/2200] Done: Predicted=LEGITIMATE
[2065/2200] Done: Predicted=PHISHING
[2066/2200] Done: Predicted=LEGITIMATE
[2067/2200] Done: Predicted=LEGITIMATE
[2068/2200] Done: Predicted=PHISHING
[2069/2200] Done: Predicted=PHISHING
[2070/2200] Done: Predicted=PHISHING
[2071/2200] Done: Predicted=PHISHING
[2072/2200] Done: Predicted=PHISHING
[2073/2200] Done: Predicted=LEGITIMATE
[2074/2200] Done: Predicted=PHISHING
[2075/2200] Done: Predicted=LEGITIMATE
[2076/2200] Done: Predicted=PHISHING
[2077/2200] Done: Predicted=PHISHING
[2078/2200] Done: Predicted=PHISHING
[2079/2200] Done: Predicted=LEGITIMATE
[2080/2200] Done: Predicted=LEGITIMATE
[2081/2200] Done: Predicted=PHISHING
[2082/2200] Done: Predicted=PHISHING
[2083/2200] Done: Predicted=LEGITIMATE
[2084/2200] Done: Predicted=PHISHING
[2085/2200] Done: Predicted=PHISHING
[2086/2200] Done: Predicted=PHISHING
[2087/2200] Done: Predicted=PHISHING
[2088/2200] Done: Predicted=PHISHING
[2089/2200] Done: Predicted=PHISHING
[2090/2200] Done: Predicted=PHISHING
[2091/2200] Done: Predicted=PHISHING
[2092/2200] Done: Predicted=LEGITIMATE
[2093/2200] Done: Predicted=LEGITIMATE
[2094/2200] Done: Predicted=PHISHING
[2095/2200] Done: Predicted=LEGITIMATE
[2096/2200] Done: Predicted=PHISHING
[2097/2200] Done: Predicted=LEGITIMATE
[2098/2200] Done: Predicted=PHISHING
[2099/2200] Done: Predicted=PHISHING
[2100/2200] Done: Predicted=LEGITIMATE
[2101/2200] Done: Predicted=LEGITIMATE
[2102/2200] Done: Predicted=LEGITIMATE
[2103/2200] Done: Predicted=LEGITIMATE
[2104/2200] Done: Predicted=PHISHING
[2105/2200] Done: Predicted=PHISHING
[2106/2200] Done: Predicted=LEGITIMATE
[2107/2200] Done: Predicted=LEGITIMATE
[2108/2200] Done: Predicted=PHISHING
[2109/2200] Done: Predicted=LEGITIMATE
[2110/2200] Done: Predicted=LEGITIMATE
[2111/2200] Done: Predicted=PHISHING
[2112/2200] Done: Predicted=PHISHING
[2113/2200] Done: Predicted=PHISHING
[2114/2200] Done: Predicted=LEGITIMATE
[2115/2200] Done: Predicted=PHISHING
[2116/2200] Done: Predicted=LEGITIMATE
[2117/2200] Done: Predicted=PHISHING
[2118/2200] Done: Predicted=LEGITIMATE
[2119/2200] Done: Predicted=PHISHING
[2120/2200] Done: Predicted=PHISHING
[2121/2200] Done: Predicted=LEGITIMATE
[2122/2200] Done: Predicted=PHISHING
[2123/2200] Done: Predicted=LEGITIMATE
[2124/2200] Done: Predicted=LEGITIMATE
[2125/2200] Done: Predicted=PHISHING
[2126/2200] Done: Predicted=PHISHING
[2127/2200] Done: Predicted=PHISHING
[2128/2200] Done: Predicted=PHISHING
[2129/2200] Done: Predicted=LEGITIMATE
[2130/2200] Done: Predicted=PHISHING
[2131/2200] Done: Predicted=LEGITIMATE
[2132/2200] Done: Predicted=LEGITIMATE
[2133/2200] Done: Predicted=LEGITIMATE
[2134/2200] Done: Predicted=PHISHING
[2135/2200] Done: Predicted=LEGITIMATE
[2136/2200] Done: Predicted=PHISHING
[2137/2200] Done: Predicted=PHISHING
[2138/2200] Done: Predicted=PHISHING
[2139/2200] Done: Predicted=PHISHING
[2140/2200] Done: Predicted=LEGITIMATE
[2141/2200] Done: Predicted=PHISHING
[2142/2200] Done: Predicted=LEGITIMATE
[2143/2200] Done: Predicted=LEGITIMATE
[2144/2200] Done: Predicted=PHISHING
[2145/2200] Done: Predicted=PHISHING
[2146/2200] Done: Predicted=PHISHING
[2147/2200] Done: Predicted=PHISHING
[2148/2200] Done: Predicted=PHISHING
[2149/2200] Done: Predicted=LEGITIMATE
[2150/2200] Done: Predicted=LEGITIMATE
[2151/2200] Done: Predicted=LEGITIMATE
[2152/2200] Done: Predicted=PHISHING
[2153/2200] Done: Predicted=LEGITIMATE
[2154/2200] Done: Predicted=PHISHING
[2155/2200] Done: Predicted=LEGITIMATE
[2156/2200] Done: Predicted=LEGITIMATE
[2157/2200] Done: Predicted=PHISHING
[2158/2200] Done: Predicted=LEGITIMATE
[2159/2200] Done: Predicted=PHISHING
[2160/2200] Done: Predicted=LEGITIMATE
[2161/2200] Done: Predicted=LEGITIMATE
[2162/2200] Done: Predicted=LEGITIMATE
[2163/2200] Done: Predicted=LEGITIMATE
[2164/2200] Done: Predicted=PHISHING
[2165/2200] Done: Predicted=PHISHING
[2166/2200] Done: Predicted=PHISHING
[2167/2200] Done: Predicted=PHISHING
[2168/2200] Done: Predicted=PHISHING
[2169/2200] Done: Predicted=LEGITIMATE
[2170/2200] Done: Predicted=PHISHING
[2171/2200] Done: Predicted=PHISHING
[2172/2200] Done: Predicted=LEGITIMATE
[2173/2200] Done: Predicted=PHISHING
[2174/2200] Done: Predicted=LEGITIMATE
[2175/2200] Done: Predicted=PHISHING
[2176/2200] Done: Predicted=LEGITIMATE
[2177/2200] Done: Predicted=LEGITIMATE
[2178/2200] Done: Predicted=PHISHING
[2179/2200] Done: Predicted=LEGITIMATE
[2180/2200] Done: Predicted=LEGITIMATE
[2181/2200] Done: Predicted=PHISHING
[2182/2200] Done: Predicted=LEGITIMATE
[2183/2200] Done: Predicted=PHISHING
[2184/2200] Done: Predicted=LEGITIMATE
[2185/2200] Done: Predicted=PHISHING
[2186/2200] Done: Predicted=PHISHING
[2187/2200] Done: Predicted=PHISHING
[2188/2200] Done: Predicted=PHISHING
[2189/2200] Done: Predicted=LEGITIMATE
[2190/2200] Done: Predicted=LEGITIMATE
[2191/2200] Done: Predicted=PHISHING
[2192/2200] Done: Predicted=PHISHING
[2193/2200] Done: Predicted=LEGITIMATE
[2194/2200] Done: Predicted=LEGITIMATE
[2195/2200] Done: Predicted=LEGITIMATE
[2196/2200] Done: Predicted=LEGITIMATE
[2197/2200] Done: Predicted=PHISHING
[2198/2200] Done: Predicted=PHISHING
[2199/2200] Done: Predicted=PHISHING
[2200/2200] Done: Predicted=LEGITIMATE
Results saved to: /users/sc23bh2/baseline_testing/results/slurm_job_results/results_with_type/results_gemma-2-9b-it_2200-BL.csv

Timing summary: 
Model load time (s): 170.69
Total Test time (s): 3446.69
Total generation time (s): 3270.41
Mean generation time per email (s): 1.4865
Mean output tokens/sec: 27.88

=== Running: /scratch/sc23bh2/models/deepseek-llm-7b-chat ===
Loading model...
device map: None
Processing 2200 emails...

[1/2200] Done: Predicted=PHISHING
[2/2200] Done: Predicted=PHISHING
[3/2200] Done: Predicted=PHISHING
[4/2200] Done: Predicted=PHISHING
[5/2200] Done: Predicted=PHISHING
[6/2200] Done: Predicted=LEGITIMATE
[7/2200] Done: Predicted=PHISHING
[8/2200] Done: Predicted=PHISHING
[9/2200] Done: Predicted=PHISHING
[10/2200] Done: Predicted=PHISHING
[11/2200] Done: Predicted=PHISHING
[12/2200] Done: Predicted=PHISHING
[13/2200] Done: Predicted=PHISHING
[14/2200] Done: Predicted=PHISHING
[15/2200] Done: Predicted=PHISHING
[16/2200] Done: Predicted=PHISHING
[17/2200] Done: Predicted=PHISHING
[18/2200] Done: Predicted=PHISHING
[19/2200] Done: Predicted=PHISHING
[20/2200] Done: Predicted=PHISHING
[21/2200] Done: Predicted=PHISHING
[22/2200] Done: Predicted=PHISHING
[23/2200] Done: Predicted=PHISHING
[24/2200] Done: Predicted=PHISHING
[25/2200] Done: Predicted=PHISHING
[26/2200] Done: Predicted=PHISHING
[27/2200] Done: Predicted=LEGITIMATE
[28/2200] Done: Predicted=PHISHING
[29/2200] Done: Predicted=PHISHING
[30/2200] Done: Predicted=PHISHING
[31/2200] Done: Predicted=PHISHING
[32/2200] Done: Predicted=PHISHING
[33/2200] Done: Predicted=LEGITIMATE
[34/2200] Done: Predicted=PHISHING
[35/2200] Done: Predicted=PHISHING
[36/2200] Done: Predicted=PHISHING
[37/2200] Done: Predicted=PHISHING
[38/2200] Done: Predicted=PHISHING
[39/2200] Done: Predicted=PHISHING
[40/2200] Done: Predicted=PHISHING
[41/2200] Done: Predicted=PHISHING
[42/2200] Done: Predicted=PHISHING
[43/2200] Done: Predicted=PHISHING
[44/2200] Done: Predicted=None
[45/2200] Done: Predicted=PHISHING
[46/2200] Done: Predicted=PHISHING
[47/2200] Done: Predicted=PHISHING
[48/2200] Done: Predicted=PHISHING
[49/2200] Done: Predicted=PHISHING
[50/2200] Done: Predicted=PHISHING
[51/2200] Done: Predicted=PHISHING
[52/2200] Done: Predicted=PHISHING
[53/2200] Done: Predicted=PHISHING
[54/2200] Done: Predicted=PHISHING
[55/2200] Done: Predicted=PHISHING
[56/2200] Done: Predicted=PHISHING
[57/2200] Done: Predicted=PHISHING
[58/2200] Done: Predicted=PHISHING
[59/2200] Done: Predicted=PHISHING
[60/2200] Done: Predicted=PHISHING
[61/2200] Done: Predicted=PHISHING
[62/2200] Done: Predicted=PHISHING
[63/2200] Done: Predicted=PHISHING
[64/2200] Done: Predicted=PHISHING
[65/2200] Done: Predicted=PHISHING
[66/2200] Done: Predicted=PHISHING
[67/2200] Done: Predicted=PHISHING
[68/2200] Done: Predicted=PHISHING
[69/2200] Done: Predicted=PHISHING
[70/2200] Done: Predicted=PHISHING
[71/2200] Done: Predicted=PHISHING
[72/2200] Done: Predicted=PHISHING
[73/2200] Done: Predicted=PHISHING
[74/2200] Done: Predicted=PHISHING
[75/2200] Done: Predicted=LEGITIMATE
[76/2200] Done: Predicted=PHISHING
[77/2200] Done: Predicted=PHISHING
[78/2200] Done: Predicted=PHISHING
[79/2200] Done: Predicted=PHISHING
[80/2200] Done: Predicted=LEGITIMATE
[81/2200] Done: Predicted=PHISHING
[82/2200] Done: Predicted=PHISHING
[83/2200] Done: Predicted=PHISHING
[84/2200] Done: Predicted=PHISHING
[85/2200] Done: Predicted=PHISHING
[86/2200] Done: Predicted=PHISHING
[87/2200] Done: Predicted=PHISHING
[88/2200] Done: Predicted=PHISHING
[89/2200] Done: Predicted=PHISHING
[90/2200] Done: Predicted=PHISHING
[91/2200] Done: Predicted=PHISHING
[92/2200] Done: Predicted=PHISHING
[93/2200] Done: Predicted=PHISHING
[94/2200] Done: Predicted=PHISHING
[95/2200] Done: Predicted=PHISHING
[96/2200] Done: Predicted=PHISHING
[97/2200] Done: Predicted=PHISHING
[98/2200] Done: Predicted=PHISHING
[99/2200] Done: Predicted=LEGITIMATE
[100/2200] Done: Predicted=PHISHING
[101/2200] Done: Predicted=PHISHING
[102/2200] Done: Predicted=PHISHING
[103/2200] Done: Predicted=PHISHING
[104/2200] Done: Predicted=PHISHING
[105/2200] Done: Predicted=PHISHING
[106/2200] Done: Predicted=PHISHING
[107/2200] Done: Predicted=PHISHING
[108/2200] Done: Predicted=PHISHING
[109/2200] Done: Predicted=PHISHING
[110/2200] Done: Predicted=PHISHING
[111/2200] Done: Predicted=PHISHING
[112/2200] Done: Predicted=PHISHING
[113/2200] Done: Predicted=PHISHING
[114/2200] Done: Predicted=PHISHING
[115/2200] Done: Predicted=PHISHING
[116/2200] Done: Predicted=PHISHING
[117/2200] Done: Predicted=PHISHING
[118/2200] Done: Predicted=PHISHING
[119/2200] Done: Predicted=PHISHING
[120/2200] Done: Predicted=PHISHING
[121/2200] Done: Predicted=PHISHING
[122/2200] Done: Predicted=LEGITIMATE
[123/2200] Done: Predicted=PHISHING
[124/2200] Done: Predicted=PHISHING
[125/2200] Done: Predicted=PHISHING
[126/2200] Done: Predicted=PHISHING
[127/2200] Done: Predicted=PHISHING
[128/2200] Done: Predicted=PHISHING
[129/2200] Done: Predicted=PHISHING
[130/2200] Done: Predicted=PHISHING
[131/2200] Done: Predicted=PHISHING
[132/2200] Done: Predicted=PHISHING
[133/2200] Done: Predicted=PHISHING
[134/2200] Done: Predicted=PHISHING
[135/2200] Done: Predicted=PHISHING
[136/2200] Done: Predicted=LEGITIMATE
[137/2200] Done: Predicted=PHISHING
[138/2200] Done: Predicted=PHISHING
[139/2200] Done: Predicted=PHISHING
[140/2200] Done: Predicted=PHISHING
[141/2200] Done: Predicted=None
[142/2200] Done: Predicted=PHISHING
[143/2200] Done: Predicted=PHISHING
[144/2200] Done: Predicted=PHISHING
[145/2200] Done: Predicted=PHISHING
[146/2200] Done: Predicted=PHISHING
[147/2200] Done: Predicted=PHISHING
[148/2200] Done: Predicted=LEGITIMATE
[149/2200] Done: Predicted=PHISHING
[150/2200] Done: Predicted=PHISHING
[151/2200] Done: Predicted=PHISHING
[152/2200] Done: Predicted=PHISHING
[153/2200] Done: Predicted=PHISHING
[154/2200] Done: Predicted=PHISHING
[155/2200] Done: Predicted=PHISHING
[156/2200] Done: Predicted=PHISHING
[157/2200] Done: Predicted=PHISHING
[158/2200] Done: Predicted=PHISHING
[159/2200] Done: Predicted=PHISHING
[160/2200] Done: Predicted=PHISHING
[161/2200] Done: Predicted=PHISHING
[162/2200] Done: Predicted=LEGITIMATE
[163/2200] Done: Predicted=PHISHING
[164/2200] Done: Predicted=LEGITIMATE
[165/2200] Done: Predicted=PHISHING
[166/2200] Done: Predicted=PHISHING
[167/2200] Done: Predicted=PHISHING
[168/2200] Done: Predicted=PHISHING
[169/2200] Done: Predicted=PHISHING
[170/2200] Done: Predicted=PHISHING
[171/2200] Done: Predicted=PHISHING
[172/2200] Done: Predicted=PHISHING
[173/2200] Done: Predicted=PHISHING
[174/2200] Done: Predicted=PHISHING
[175/2200] Done: Predicted=PHISHING
[176/2200] Done: Predicted=None
[177/2200] Done: Predicted=PHISHING
[178/2200] Done: Predicted=PHISHING
[179/2200] Done: Predicted=PHISHING
[180/2200] Done: Predicted=PHISHING
[181/2200] Done: Predicted=PHISHING
[182/2200] Done: Predicted=PHISHING
[183/2200] Done: Predicted=PHISHING
[184/2200] Done: Predicted=PHISHING
[185/2200] Done: Predicted=PHISHING
[186/2200] Done: Predicted=None
[187/2200] Done: Predicted=PHISHING
[188/2200] Done: Predicted=PHISHING
[189/2200] Done: Predicted=PHISHING
[190/2200] Done: Predicted=PHISHING
[191/2200] Done: Predicted=PHISHING
[192/2200] Done: Predicted=PHISHING
